fsq_id,free_bikes,bike_station,empty_slots,latitude,longitude,distance
4a807b49f964a52069f51fe3,3,30,18,41.88169,-87.63953,42
520c391a11d2d981be88347b,3,30,18,41.88169,-87.63953,172
5a6fafafc62b49492c130013,3,30,18,41.88169,-87.63953,50
535b07c3498eba1a59a21680,3,30,18,41.88169,-87.63953,47
5d4addc07928f300080223b3,3,30,18,41.88169,-87.63953,159
4b67a136f964a520ad582be3,3,30,18,41.88169,-87.63953,109
4b4a7352f964a520038826e3,3,30,18,41.88169,-87.63953,249
4b2b8a46f964a52057b724e3,3,30,18,41.88169,-87.63953,112
5abd5f1697cf5a6f517f6e91,3,30,18,41.88169,-87.63953,162
5333308c498e832a60af3d55,13,31,2,41.928773,-87.663913,64
4a807b49f964a52069f51fe3,13,31,2,41.928773,-87.663913,42
520c391a11d2d981be88347b,13,31,2,41.928773,-87.663913,172
5a6fafafc62b49492c130013,13,31,2,41.928773,-87.663913,50
535b07c3498eba1a59a21680,13,31,2,41.928773,-87.663913,47
5d4addc07928f300080223b3,13,31,2,41.928773,-87.663913,159
4b67a136f964a520ad582be3,13,31,2,41.928773,-87.663913,109
4b4a7352f964a520038826e3,13,31,2,41.928773,-87.663913,249
4b2b8a46f964a52057b724e3,13,31,2,41.928773,-87.663913,112
5abd5f1697cf5a6f517f6e91,13,31,2,41.928773,-87.663913,162
5333308c498e832a60af3d55,5,32,6,41.841707,-87.626938,64
4a807b49f964a52069f51fe3,5,32,6,41.841707,-87.626938,42
520c391a11d2d981be88347b,5,32,6,41.841707,-87.626938,172
5a6fafafc62b49492c130013,5,32,6,41.841707,-87.626938,50
535b07c3498eba1a59a21680,5,32,6,41.841707,-87.626938,47
5d4addc07928f300080223b3,5,32,6,41.841707,-87.626938,159
4b67a136f964a520ad582be3,5,32,6,41.841707,-87.626938,109
4b4a7352f964a520038826e3,5,32,6,41.841707,-87.626938,249
4b2b8a46f964a52057b724e3,5,32,6,41.841707,-87.626938,112
5abd5f1697cf5a6f517f6e91,5,32,6,41.841707,-87.626938,162
5333308c498e832a60af3d55,1,33,45,41.879255,-87.639904,64
4a807b49f964a52069f51fe3,1,33,45,41.879255,-87.639904,42
520c391a11d2d981be88347b,1,33,45,41.879255,-87.639904,172
5a6fafafc62b49492c130013,1,33,45,41.879255,-87.639904,50
535b07c3498eba1a59a21680,1,33,45,41.879255,-87.639904,47
5d4addc07928f300080223b3,1,33,45,41.879255,-87.639904,159
4b67a136f964a520ad582be3,1,33,45,41.879255,-87.639904,109
4b4a7352f964a520038826e3,1,33,45,41.879255,-87.639904,249
4b2b8a46f964a52057b724e3,1,33,45,41.879255,-87.639904,112
5abd5f1697cf5a6f517f6e91,1,33,45,41.879255,-87.639904,162
5333308c498e832a60af3d55,3,34,8,41.7586696704,-87.586882871,64
4a807b49f964a52069f51fe3,3,34,8,41.7586696704,-87.586882871,42
520c391a11d2d981be88347b,3,34,8,41.7586696704,-87.586882871,172
5a6fafafc62b49492c130013,3,34,8,41.7586696704,-87.586882871,50
535b07c3498eba1a59a21680,3,34,8,41.7586696704,-87.586882871,47
5d4addc07928f300080223b3,3,34,8,41.7586696704,-87.586882871,159
4b67a136f964a520ad582be3,3,34,8,41.7586696704,-87.586882871,109
4b4a7352f964a520038826e3,3,34,8,41.7586696704,-87.586882871,249
4b2b8a46f964a52057b724e3,3,34,8,41.7586696704,-87.586882871,112
5abd5f1697cf5a6f517f6e91,3,34,8,41.7586696704,-87.586882871,162
5333308c498e832a60af3d55,8,35,3,41.816499,-87.606582,64
4a807b49f964a52069f51fe3,8,35,3,41.816499,-87.606582,42
520c391a11d2d981be88347b,8,35,3,41.816499,-87.606582,172
5a6fafafc62b49492c130013,8,35,3,41.816499,-87.606582,50
535b07c3498eba1a59a21680,8,35,3,41.816499,-87.606582,47
5d4addc07928f300080223b3,8,35,3,41.816499,-87.606582,159
4b67a136f964a520ad582be3,8,35,3,41.816499,-87.606582,109
4b4a7352f964a520038826e3,8,35,3,41.816499,-87.606582,249
4b2b8a46f964a52057b724e3,8,35,3,41.816499,-87.606582,112
5abd5f1697cf5a6f517f6e91,8,35,3,41.816499,-87.606582,162
5333308c498e832a60af3d55,8,36,3,41.838842,-87.621857,64
4a807b49f964a52069f51fe3,8,36,3,41.838842,-87.621857,42
520c391a11d2d981be88347b,8,36,3,41.838842,-87.621857,172
5a6fafafc62b49492c130013,8,36,3,41.838842,-87.621857,50
535b07c3498eba1a59a21680,8,36,3,41.838842,-87.621857,47
5d4addc07928f300080223b3,8,36,3,41.838842,-87.621857,159
4b67a136f964a520ad582be3,8,36,3,41.838842,-87.621857,109
4b4a7352f964a520038826e3,8,36,3,41.838842,-87.621857,249
4b2b8a46f964a52057b724e3,8,36,3,41.838842,-87.621857,112
5abd5f1697cf5a6f517f6e91,8,36,3,41.838842,-87.621857,162
5333308c498e832a60af3d55,6,37,7,41.861267,-87.656625,64
4a807b49f964a52069f51fe3,6,37,7,41.861267,-87.656625,42
520c391a11d2d981be88347b,6,37,7,41.861267,-87.656625,172
5a6fafafc62b49492c130013,6,37,7,41.861267,-87.656625,50
535b07c3498eba1a59a21680,6,37,7,41.861267,-87.656625,47
5d4addc07928f300080223b3,6,37,7,41.861267,-87.656625,159
4b67a136f964a520ad582be3,6,37,7,41.861267,-87.656625,109
4b4a7352f964a520038826e3,6,37,7,41.861267,-87.656625,249
4b2b8a46f964a52057b724e3,6,37,7,41.861267,-87.656625,112
5abd5f1697cf5a6f517f6e91,6,37,7,41.861267,-87.656625,162
5333308c498e832a60af3d55,6,38,7,41.865234,-87.666507,64
4a807b49f964a52069f51fe3,6,38,7,41.865234,-87.666507,42
520c391a11d2d981be88347b,6,38,7,41.865234,-87.666507,172
5a6fafafc62b49492c130013,6,38,7,41.865234,-87.666507,50
535b07c3498eba1a59a21680,6,38,7,41.865234,-87.666507,47
5d4addc07928f300080223b3,6,38,7,41.865234,-87.666507,159
4b67a136f964a520ad582be3,6,38,7,41.865234,-87.666507,109
4b4a7352f964a520038826e3,6,38,7,41.865234,-87.666507,249
4b2b8a46f964a52057b724e3,6,38,7,41.865234,-87.666507,112
5abd5f1697cf5a6f517f6e91,6,38,7,41.865234,-87.666507,162
5333308c498e832a60af3d55,2,39,10,41.891072,-87.666611,64
4a807b49f964a52069f51fe3,2,39,10,41.891072,-87.666611,42
520c391a11d2d981be88347b,2,39,10,41.891072,-87.666611,172
5a6fafafc62b49492c130013,2,39,10,41.891072,-87.666611,50
535b07c3498eba1a59a21680,2,39,10,41.891072,-87.666611,47
5d4addc07928f300080223b3,2,39,10,41.891072,-87.666611,159
4b67a136f964a520ad582be3,2,39,10,41.891072,-87.666611,109
4b4a7352f964a520038826e3,2,39,10,41.891072,-87.666611,249
4b2b8a46f964a52057b724e3,2,39,10,41.891072,-87.666611,112
5abd5f1697cf5a6f517f6e91,2,39,10,41.891072,-87.666611,162
