id_x,review_count,rating,free_bikes,bike_station,empty_slots,latitude,longitude
69-XeqifmzI1DaDPddIh-Q,6.0,5.0,1,13,14,41.961507,-87.671387
tzBXb3QREMzBKo5se5P3ZQ,6.0,5.0,1,13,14,41.961507,-87.671387
mVmnJBgltQmdzuML9in32Q,34.0,5.0,1,13,14,41.961507,-87.671387
IX0qRFsU9Hyx1LNPb4pGoQ,85.0,5.0,1,13,14,41.961507,-87.671387
yF0oWKUIkTbDFvqa78ZCkw,22.0,5.0,1,13,14,41.961507,-87.671387
--Yw337vTC4fLKRCaw-PLQ,276.0,5.0,1,13,14,41.961507,-87.671387
CVnNuzqwhH2E7rwxLZC5BQ,53.0,5.0,1,13,14,41.961507,-87.671387
VTeUMSgvaGUWaa3gxp6f7g,82.0,5.0,1,13,14,41.961507,-87.671387
6WgBY2ynCT18XxCFhjjL-w,68.0,5.0,1,13,14,41.961507,-87.671387
IErRU-RfiDRZMrqELR9omQ,13.0,4.5,1,13,14,41.961507,-87.671387
L2FfkTlOSPqbD7qv_j_AiQ,57.0,4.5,1,13,14,41.961507,-87.671387
NTP9UXFixe_6WTitLZfu6Q,129.0,4.5,1,13,14,41.961507,-87.671387
dDj5B7YS6IFnI8CIn_tqPA,76.0,4.5,1,13,14,41.961507,-87.671387
Z9tbaxr8rBztZyZ-dBcoXA,129.0,4.5,1,13,14,41.961507,-87.671387
3dXYHvsHPPuF4g98q9R4Aw,179.0,4.5,1,13,14,41.961507,-87.671387
EqmvrTJv-t14jCNwjae4NA,113.0,4.5,1,13,14,41.961507,-87.671387
FX2sPBeyYAuOr_03eJraKg,48.0,4.5,1,13,14,41.961507,-87.671387
S7pd3_v0z86hkinWwc2SIw,25.0,4.5,1,13,14,41.961507,-87.671387
zqI_FyC-S01HCqNB8cCuZw,51.0,4.5,1,13,14,41.961507,-87.671387
jveDYYM7TCrkdkwtWTAdYQ,6.0,4.5,1,13,14,41.961507,-87.671387
